customer_id,period,segment,region,test_group,spend,txns,eligible_spend
993,post,Affluent Frequent,West,treatment,2607.78,29.0,693.4499999999999
994,pre,Mainstream,Southeast,treatment,590.88,7.0,120.82
994,post,Mainstream,Southeast,treatment,390.2,6.0,112.28
995,pre,Dormant Reactivation,West,control,569.55,8.0,0.0
995,post,Dormant Reactivation,West,control,333.19,11.0,61.51
996,pre,Affluent Frequent,Southeast,treatment,7649.51,76.0,1186.78
996,post,Affluent Frequent,Southeast,treatment,7729.26,87.0,2449.23
997,pre,Mainstream,Midwest,control,2642.68,36.0,319.77
997,post,Mainstream,Midwest,control,1546.47,27.0,212.26
998,pre,Budget Occasional,Midwest,control,75.93,4.0,0.0
998,post,Budget Occasional,Midwest,control,181.51,6.0,27.7
999,pre,Affluent Frequent,Southwest,control,2367.87,29.0,347.98
999,post,Affluent Frequent,Southwest,control,2425.49,33.0,608.26
1000,pre,Mainstream,West,control,3672.64,38.0,423.69
1000,post,Mainstream,West,control,2231.43,27.0,204.12
1001,pre,Mainstream,West,control,3893.75,57.0,752.1600000000001
1001,post,Mainstream,West,control,4886.07,72.0,781.9
1002,pre,Mainstream,Midwest,treatment,4249.4,55.0,441.53
1002,post,Mainstream,Midwest,treatment,3448.23,61.0,707.83
1003,pre,Affluent Frequent,Midwest,control,3397.8,34.0,486.32
1003,post,Affluent Frequent,Midwest,control,2238.4700000000003,22.0,407.73
1004,pre,Digital Native,West,control,2405.99,51.0,686.04
1004,post,Digital Native,West,control,1873.73,36.0,188.04
1005,pre,Budget Occasional,Northeast,control,860.47,16.0,48.04
1005,post,Budget Occasional,Northeast,control,311.93,9.0,85.69999999999999
1006,pre,Digital Native,Northeast,treatment,1820.67,39.0,468.79
1006,post,Digital Native,Northeast,treatment,2916.26,55.0,834.61
1007,pre,Mainstream,West,treatment,1339.25,13.0,169.89
1007,post,Mainstream,West,treatment,1098.42,18.0,252.17
1008,pre,Mainstream,Northeast,treatment,1049.37,17.0,77.5
1008,post,Mainstream,Northeast,treatment,707.49,13.0,242.86
1009,pre,Budget Occasional,Southwest,control,177.87,8.0,26.66
1009,post,Budget Occasional,Southwest,control,95.33,4.0,0.0
1010,pre,Mainstream,Southwest,control,627.98,8.0,60.21
1010,post,Mainstream,Southwest,control,870.35,15.0,46.45
1011,pre,Digital Native,Northeast,treatment,2016.73,35.0,591.9
1011,post,Digital Native,Northeast,treatment,2211.03,57.0,545.83
1012,pre,Affluent Frequent,Southeast,treatment,1428.16,17.0,219.85
1012,post,Affluent Frequent,Southeast,treatment,1320.23,11.0,86.75
1013,pre,Affluent Frequent,Southeast,control,1961.61,25.0,412.81
1013,post,Affluent Frequent,Southeast,control,2103.53,24.0,254.49
1014,pre,Budget Occasional,Northeast,control,416.8,16.0,8.7
1014,post,Budget Occasional,Northeast,control,925.81,20.0,96.42
1015,pre,Digital Native,Southwest,treatment,538.12,10.0,96.7
1015,post,Digital Native,Southwest,treatment,235.37,6.0,90.79
1016,pre,Affluent Frequent,Southeast,treatment,3288.97,30.0,451.31
1016,post,Affluent Frequent,Southeast,treatment,4084.43,46.0,1167.79
1017,pre,Dormant Reactivation,Northeast,control,434.1,12.0,39.18
1017,post,Dormant Reactivation,Northeast,control,416.0,6.0,15.24
1018,pre,Affluent Frequent,Southeast,control,1430.29,11.0,281.79
1018,post,Affluent Frequent,Southeast,control,1030.27,12.0,344.83000000000004
1019,pre,Dormant Reactivation,Midwest,control,172.49,7.0,17.54
1019,post,Dormant Reactivation,Midwest,control,510.48,14.0,48.05
1020,pre,Affluent Frequent,Southeast,treatment,3310.23,34.0,581.03
1020,post,Affluent Frequent,Southeast,treatment,3101.44,42.0,1078.3
1021,pre,Mainstream,Northeast,control,2502.18,42.0,373.03
1021,post,Mainstream,Northeast,control,2807.92,36.0,336.11
1022,pre,Affluent Frequent,Midwest,control,3998.53,39.0,713.41
1022,post,Affluent Frequent,Midwest,control,3842.13,43.0,1232.25
1023,pre,Dormant Reactivation,Southwest,control,72.06,2.0,0.0
1023,post,Dormant Reactivation,Southwest,control,98.14,4.0,63.71
1024,pre,Budget Occasional,Southeast,treatment,645.38,21.0,26.37
1024,post,Budget Occasional,Southeast,treatment,179.18,7.0,9.54
1025,pre,Mainstream,Northeast,control,560.41,10.0,73.77
1025,post,Mainstream,Northeast,control,940.88,15.0,181.64
1026,pre,Affluent Frequent,Southeast,treatment,4625.69,59.0,1025.48
1026,post,Affluent Frequent,Southeast,treatment,6965.39,85.0,1502.63
1027,pre,Dormant Reactivation,Southeast,control,272.9,7.0,0.0
1027,post,Dormant Reactivation,Southeast,control,336.56,11.0,27.9
1028,pre,Budget Occasional,Southwest,treatment,261.23,12.0,33.230000000000004
1028,post,Budget Occasional,Southwest,treatment,275.75,9.0,68.09
1029,pre,Mainstream,Southeast,control,543.35,11.0,91.73
1029,post,Mainstream,Southeast,control,1071.88,17.0,72.89
1030,pre,Mainstream,Southwest,treatment,276.03,3.0,0.0
1030,post,Mainstream,Southwest,treatment,323.89,5.0,84.97
1031,pre,Affluent Frequent,West,control,1280.62,13.0,255.53
1031,post,Affluent Frequent,West,control,237.17,3.0,42.7
1032,pre,Mainstream,Southeast,control,1899.64,26.0,242.73
1032,post,Mainstream,Southeast,control,1958.79,30.0,235.51
1033,pre,Mainstream,Southwest,treatment,1029.42,17.0,68.4
1033,post,Mainstream,Southwest,treatment,1655.22,29.0,267.15
1034,pre,Budget Occasional,Southwest,control,164.14,4.0,7.3
1034,post,Budget Occasional,Southwest,control,795.01,9.0,0.0
1035,pre,Mainstream,Northeast,treatment,1999.35,38.0,581.6
1035,post,Mainstream,Northeast,treatment,2957.37,42.0,621.3100000000001
1036,pre,Dormant Reactivation,Northeast,control,98.56,3.0,0.0
1036,post,Dormant Reactivation,Northeast,control,277.58,6.0,52.45
1037,pre,Affluent Frequent,Northeast,treatment,3744.01,38.0,1151.7
1037,post,Affluent Frequent,Northeast,treatment,4252.43,42.0,1088.69
1038,pre,Affluent Frequent,Southeast,treatment,3337.53,37.0,1105.05
1038,post,Affluent Frequent,Southeast,treatment,2194.46,32.0,627.76
1039,pre,Affluent Frequent,Northeast,treatment,3896.17,50.0,943.56
1039,post,Affluent Frequent,Northeast,treatment,5690.86,56.0,1524.02
1040,pre,Budget Occasional,Southeast,control,127.83,4.0,0.0
1040,post,Budget Occasional,Southeast,control,359.02000000000004,8.0,0.0
1041,pre,Mainstream,West,control,2995.04,43.0,373.62
1041,post,Mainstream,West,control,3125.94,54.0,553.46
1042,pre,Dormant Reactivation,West,control,154.81,2.0,0.0
1042,post,Dormant Reactivation,West,control,289.04,5.0,43.84
1043,pre,Mainstream,Northeast,control,950.1,13.0,228.71
1043,post,Mainstream,Northeast,control,856.4200000000001,12.0,52.62
1044,pre,Budget Occasional,Midwest,control,584.7,14.0,28.04
1044,post,Budget Occasional,Midwest,control,499.57,12.0,47.06999999999999
1045,pre,Affluent Frequent,Northeast,treatment,2545.91,24.0,523.18
1045,post,Affluent Frequent,Northeast,treatment,3435.13,35.0,639.02
1046,pre,Affluent Frequent,Northeast,control,9484.7,85.0,1908.38
1046,post,Affluent Frequent,Northeast,control,9514.0,92.0,1687.03
1047,pre,Digital Native,Midwest,control,2655.65,64.0,564.36
1047,post,Digital Native,Midwest,control,2932.66,70.0,882.98
1048,pre,Digital Native,Southeast,treatment,939.9,33.0,333.08
1048,post,Digital Native,Southeast,treatment,2799.41,73.0,603.84
1049,pre,Mainstream,Southwest,control,1048.89,23.0,268.04
1049,post,Mainstream,Southwest,control,1308.89,23.0,180.2
1050,pre,Mainstream,Southeast,control,1585.34,31.0,357.86
1050,post,Mainstream,Southeast,control,1450.98,32.0,266.34000000000003
1051,pre,Mainstream,Southeast,control,1201.24,19.0,165.57
1051,post,Mainstream,Southeast,control,1629.73,25.0,106.45
1052,pre,Mainstream,Southwest,treatment,1045.96,17.0,147.63
1052,post,Mainstream,Southwest,treatment,478.64,6.0,219.93
1053,pre,Digital Native,Midwest,control,2972.57,67.0,633.78
1053,post,Digital Native,Midwest,control,2475.98,72.0,627.61
1054,pre,Affluent Frequent,Northeast,treatment,1128.67,12.0,459.24
1054,post,Affluent Frequent,Northeast,treatment,1280.37,17.0,170.98000000000002
1055,pre,Mainstream,Southeast,treatment,1946.89,32.0,397.0
1055,post,Mainstream,Southeast,treatment,1826.14,31.0,264.87
1056,pre,Affluent Frequent,Northeast,control,1380.29,17.0,133.79000000000002
1056,post,Affluent Frequent,Northeast,control,1911.99,22.0,276.85
1057,pre,Dormant Reactivation,Northeast,treatment,343.79,8.0,49.74
1057,post,Dormant Reactivation,Northeast,treatment,151.83,6.0,30.52
1058,pre,Budget Occasional,Northeast,treatment,469.03,15.0,58.24
1058,post,Budget Occasional,Northeast,treatment,447.8,13.0,64.33
1059,pre,Dormant Reactivation,West,control,642.9,15.0,117.91
1059,post,Dormant Reactivation,West,control,965.84,18.0,116.78
1060,pre,Digital Native,Midwest,control,487.06,18.0,232.22
1060,post,Digital Native,Midwest,control,679.02,20.0,155.0
1061,pre,Mainstream,Southeast,control,1044.4,16.0,60.55
1061,post,Mainstream,Southeast,control,715.29,14.0,167.65
1062,pre,Dormant Reactivation,Northeast,treatment,292.79,5.0,0.0
1062,post,Dormant Reactivation,Northeast,treatment,319.21,5.0,38.650000000000006
1063,pre,Affluent Frequent,Northeast,treatment,3256.18,33.0,632.53
1063,post,Affluent Frequent,Northeast,treatment,3856.21,35.0,866.29
1064,pre,Dormant Reactivation,Southeast,control,192.86,6.0,24.33
1064,post,Dormant Reactivation,Southeast,control,222.85,6.0,16.92
1065,pre,Budget Occasional,Northeast,control,105.0,4.0,0.0
1065,post,Budget Occasional,Northeast,control,65.31,2.0,33.64
1066,pre,Mainstream,Northeast,treatment,4842.83,63.0,388.95
1066,post,Mainstream,Northeast,treatment,4874.15,72.0,562.32
1067,pre,Dormant Reactivation,Southwest,control,64.75999999999999,2.0,0.0
1067,post,Dormant Reactivation,Southwest,control,542.17,11.0,29.54
1068,pre,Affluent Frequent,West,control,4048.3,31.0,692.3
1068,post,Affluent Frequent,West,control,2944.41,27.0,247.57
1069,pre,Digital Native,Northeast,treatment,211.82,8.0,58.760000000000005
1069,post,Digital Native,Northeast,treatment,813.99,17.0,140.44
1070,pre,Budget Occasional,West,control,1012.88,25.0,219.52
1070,post,Budget Occasional,West,control,772.72,21.0,82.23
1071,pre,Mainstream,Southeast,control,773.5,16.0,215.74
1071,post,Mainstream,Southeast,control,1006.46,21.0,119.71
1072,pre,Digital Native,Midwest,treatment,1851.33,35.0,402.09
1072,post,Digital Native,Midwest,treatment,1736.89,38.0,386.96
1073,pre,Digital Native,Midwest,control,1241.98,26.0,242.1
1073,post,Digital Native,Midwest,control,1315.27,32.0,348.07
1074,pre,Budget Occasional,West,treatment,505.08,17.0,149.23
1074,post,Budget Occasional,West,treatment,525.09,12.0,85.83
1075,pre,Budget Occasional,West,control,44.67,2.0,0.0
1075,post,Budget Occasional,West,control,168.27,3.0,17.1
1076,pre,Affluent Frequent,Southeast,treatment,4680.23,54.0,726.0699999999999
1076,post,Affluent Frequent,Southeast,treatment,5003.3,51.0,954.27
1077,pre,Budget Occasional,Southeast,control,391.66,11.0,100.89
1077,post,Budget Occasional,Southeast,control,612.2,11.0,41.24
1078,pre,Budget Occasional,Southeast,control,427.61,13.0,48.21
1078,post,Budget Occasional,Southeast,control,315.5,8.0,20.91
1079,pre,Mainstream,Midwest,control,571.87,10.0,56.9
1079,post,Mainstream,Midwest,control,488.43,9.0,68.03
1080,pre,Affluent Frequent,Midwest,control,4591.89,44.0,759.71
1080,post,Affluent Frequent,Midwest,control,2252.08,30.0,338.5
1081,pre,Budget Occasional,West,control,364.93,6.0,28.35
1081,post,Budget Occasional,West,control,195.35,6.0,40.04
1082,pre,Budget Occasional,West,control,609.8299999999999,17.0,96.77
1082,post,Budget Occasional,West,control,540.2,22.0,132.43
1083,pre,Mainstream,West,treatment,3392.66,49.0,487.16
1083,post,Mainstream,West,treatment,2261.62,36.0,387.91
1084,pre,Digital Native,Northeast,control,1164.52,24.0,243.26
1084,post,Digital Native,Northeast,control,1430.88,30.0,337.68
1085,pre,Mainstream,Southeast,control,696.18,11.0,43.510000000000005
1085,post,Mainstream,Southeast,control,287.49,8.0,48.16
1086,pre,Mainstream,Southeast,treatment,691.0,10.0,20.9
1086,post,Mainstream,Southeast,treatment,225.04,7.0,44.38
1087,pre,Mainstream,Midwest,treatment,1212.58,26.0,208.17
1087,post,Mainstream,Midwest,treatment,1242.4,21.0,361.1
1088,pre,Dormant Reactivation,West,treatment,345.95,5.0,22.6
1088,post,Dormant Reactivation,West,treatment,570.6,8.0,78.05
1089,pre,Mainstream,Southeast,control,2022.32,38.0,482.9
1089,post,Mainstream,Southeast,control,2360.59,40.0,438.12
1090,pre,Digital Native,Northeast,treatment,199.29,5.0,0.0
1090,post,Digital Native,Northeast,treatment,330.49,11.0,134.76
1091,pre,Budget Occasional,Midwest,control,310.2,8.0,43.17
1091,post,Budget Occasional,Midwest,control,647.46,13.0,128.86
1092,pre,Dormant Reactivation,Southeast,control,676.88,12.0,41.08
1092,post,Dormant Reactivation,Southeast,control,314.78,11.0,80.61
1093,pre,Budget Occasional,Southwest,control,1015.24,28.0,0.0
1093,post,Budget Occasional,Southwest,control,745.11,27.0,49.61
1094,pre,Budget Occasional,Midwest,treatment,107.99,4.0,27.8
1094,post,Budget Occasional,Midwest,treatment,334.29,7.0,23.83
1095,pre,Mainstream,Southeast,treatment,466.91,5.0,47.08
1095,post,Mainstream,Southeast,treatment,794.91,12.0,154.73000000000002
1096,pre,Digital Native,Southwest,treatment,1034.7,24.0,126.06
1096,post,Digital Native,Southwest,treatment,1182.35,37.0,387.75
1097,pre,Mainstream,Northeast,treatment,2537.11,31.0,420.37
1097,post,Mainstream,Northeast,treatment,2459.35,37.0,491.22
1098,pre,Affluent Frequent,Midwest,treatment,3198.25,41.0,991.71
1098,post,Affluent Frequent,Midwest,treatment,4440.92,46.0,922.55
1099,pre,Budget Occasional,Southwest,treatment,334.43,8.0,0.0
1099,post,Budget Occasional,Southwest,treatment,707.22,22.0,73.2
1100,pre,Budget Occasional,Northeast,control,499.26,11.0,60.82
1100,post,Budget Occasional,Northeast,control,616.77,14.0,20.8
1101,pre,Affluent Frequent,West,control,1915.69,22.0,236.14
1101,post,Affluent Frequent,West,control,1668.18,16.0,271.73
1102,pre,Mainstream,Southeast,control,2683.04,35.0,226.98
1102,post,Mainstream,Southeast,control,1781.14,37.0,485.15
1103,pre,Dormant Reactivation,West,treatment,508.71,11.0,58.03
1103,post,Dormant Reactivation,West,treatment,273.24,8.0,36.46
1104,pre,Dormant Reactivation,Southeast,control,715.64,12.0,23.64
1104,post,Dormant Reactivation,Southeast,control,54.97,2.0,20.12
1105,pre,Dormant Reactivation,Northeast,control,405.35,8.0,0.0
1105,post,Dormant Reactivation,Northeast,control,324.08000000000004,6.0,46.93
1106,pre,Dormant Reactivation,Northeast,treatment,177.83,2.0,0.0
1106,post,Dormant Reactivation,Northeast,treatment,210.95,3.0,0.0
1107,pre,Budget Occasional,West,control,292.46000000000004,11.0,58.66
1107,post,Budget Occasional,West,control,184.64,8.0,96.21
1108,pre,Mainstream,Northeast,treatment,1588.43,32.0,220.62
1108,post,Mainstream,Northeast,treatment,2733.9,43.0,219.64
1109,pre,Budget Occasional,West,control,787.37,12.0,49.620000000000005
1109,post,Budget Occasional,West,control,1105.21,23.0,38.03
1110,pre,Budget Occasional,West,control,489.33,13.0,34.19
1110,post,Budget Occasional,West,control,583.47,13.0,81.2
1111,pre,Mainstream,Northeast,control,2848.68,36.0,417.99
1111,post,Mainstream,Northeast,control,1656.03,32.0,210.64
1112,pre,Budget Occasional,Southeast,control,363.43,14.0,34.43
1112,post,Budget Occasional,Southeast,control,328.2,12.0,74.72999999999999
1113,pre,Budget Occasional,Southwest,control,120.45,4.0,43.34
1113,post,Budget Occasional,Southwest,control,106.62,3.0,0.0
1114,pre,Digital Native,West,treatment,1976.78,42.0,516.93
1114,post,Digital Native,West,treatment,2970.08,62.0,1026.33
1115,pre,Dormant Reactivation,Northeast,treatment,484.14,9.0,50.04
1115,post,Dormant Reactivation,Northeast,treatment,175.37,8.0,12.57
1116,pre,Budget Occasional,Northeast,control,136.8,6.0,29.35
1116,post,Budget Occasional,Northeast,control,253.88,6.0,31.79
1117,pre,Digital Native,Southwest,control,958.98,23.0,203.43
1117,post,Digital Native,Southwest,control,1592.4,31.0,235.35
1118,pre,Budget Occasional,Midwest,control,743.99,19.0,53.81
1118,post,Budget Occasional,Midwest,control,870.71,24.0,218.82
1119,pre,Budget Occasional,Southwest,control,320.84,9.0,31.52
1119,post,Budget Occasional,Southwest,control,169.21,7.0,26.89
1120,pre,Affluent Frequent,Midwest,treatment,2052.15,13.0,120.94
1120,post,Affluent Frequent,Midwest,treatment,877.51,8.0,55.53
1121,pre,Digital Native,Southeast,treatment,1417.61,37.0,270.99
1121,post,Digital Native,Southeast,treatment,2134.9,48.0,324.27
1122,pre,Budget Occasional,Southeast,control,205.95,4.0,34.71
1122,post,Budget Occasional,Southeast,control,169.21,5.0,50.9
1123,pre,Affluent Frequent,Midwest,treatment,3446.6,32.0,509.62
1123,post,Affluent Frequent,Midwest,treatment,3226.55,33.0,867.9
1124,pre,Dormant Reactivation,Midwest,treatment,75.68,2.0,75.68
1124,post,Dormant Reactivation,Midwest,treatment,244.26,8.0,16.24
1125,pre,Budget Occasional,Midwest,treatment,310.29,5.0,0.0
1125,post,Budget Occasional,Midwest,treatment,258.12,9.0,41.04
1126,pre,Mainstream,Northeast,control,2366.15,40.0,340.03
1126,post,Mainstream,Northeast,control,2674.79,36.0,362.23
1127,pre,Digital Native,Southwest,treatment,468.89,16.0,115.95
1127,post,Digital Native,Southwest,treatment,870.1,23.0,205.56
1128,pre,Dormant Reactivation,Northeast,treatment,1086.94,13.0,12.19
1128,post,Dormant Reactivation,Northeast,treatment,503.8,12.0,83.43
1129,pre,Budget Occasional,West,treatment,156.1,7.0,14.15
1129,post,Budget Occasional,West,treatment,624.4399999999999,10.0,47.120000000000005
1130,pre,Budget Occasional,West,treatment,453.15,13.0,7.47
1130,post,Budget Occasional,West,treatment,441.21,14.0,71.34
1131,pre,Digital Native,Midwest,treatment,1370.81,34.0,165.71
1131,post,Digital Native,Midwest,treatment,1176.81,34.0,274.04
1132,pre,Mainstream,Northeast,treatment,806.5500000000001,12.0,121.59
1132,post,Mainstream,Northeast,treatment,1782.04,25.0,245.48
1133,pre,Dormant Reactivation,Southwest,treatment,57.3,3.0,27.92
1133,post,Dormant Reactivation,Southwest,treatment,100.61,4.0,0.0
1134,pre,Mainstream,Southeast,control,1392.67,30.0,338.22
1134,post,Mainstream,Southeast,control,2111.36,35.0,172.34
1135,pre,Budget Occasional,Southwest,treatment,252.49,8.0,95.11
1135,post,Budget Occasional,Southwest,treatment,398.87,9.0,124.64
1136,pre,Budget Occasional,West,treatment,410.27,12.0,123.78
1136,post,Budget Occasional,West,treatment,793.5600000000001,14.0,20.16
1137,pre,Dormant Reactivation,Southeast,control,70.49,3.0,0.0
1137,post,Dormant Reactivation,Southeast,control,486.35,8.0,39.34
1138,pre,Budget Occasional,Southwest,control,123.07,4.0,24.05
1138,post,Budget Occasional,Southwest,control,158.31,5.0,26.03
1139,pre,Digital Native,Northeast,control,1070.28,28.0,477.69
1139,post,Digital Native,Northeast,control,2307.72,38.0,375.25
1140,pre,Dormant Reactivation,West,control,104.57,3.0,20.73
1140,post,Dormant Reactivation,West,control,250.76,6.0,68.84
1141,pre,Mainstream,Midwest,control,872.11,20.0,228.42
1141,post,Mainstream,Midwest,control,1162.55,15.0,0.0
