customer_id,segment,region,group,tenure_months,activity_index
1882,Dormant Reactivation,Southwest,treatment,51,2.1873
1883,Affluent Frequent,Midwest,treatment,69,1.586
1884,Affluent Frequent,Midwest,control,38,1.6402
1885,Affluent Frequent,West,control,6,1.672
1886,Budget Occasional,Midwest,control,78,0.8511
1887,Budget Occasional,Southwest,treatment,95,0.9827
1888,Mainstream,Southwest,treatment,25,0.6924
1889,Budget Occasional,Southeast,treatment,117,1.1129
1890,Digital Native,Northeast,control,13,1.0144
1891,Affluent Frequent,Southwest,treatment,90,2.3311
1892,Budget Occasional,Northeast,treatment,115,0.6738
1893,Digital Native,Midwest,treatment,55,0.4459
1894,Budget Occasional,Northeast,control,43,0.5567
1895,Budget Occasional,West,control,101,1.5059
1896,Dormant Reactivation,Northeast,treatment,60,1.7201
1897,Affluent Frequent,Midwest,treatment,108,2.9185
1898,Budget Occasional,Midwest,control,103,1.113
1899,Affluent Frequent,West,treatment,48,0.9473
1900,Mainstream,Midwest,treatment,97,0.2236
1901,Affluent Frequent,Southeast,control,23,0.4592
1902,Budget Occasional,Midwest,control,74,0.8336
1903,Digital Native,West,treatment,10,1.0009
1904,Mainstream,Midwest,treatment,76,2.6086
1905,Mainstream,Southeast,control,47,2.199
1906,Affluent Frequent,Midwest,control,103,0.6001
1907,Dormant Reactivation,Southeast,treatment,56,0.372
1908,Digital Native,Southwest,treatment,44,0.9388
1909,Mainstream,Midwest,control,23,0.3876
1910,Mainstream,West,treatment,67,0.7688
1911,Digital Native,Northeast,control,41,2.1764
1912,Digital Native,Midwest,treatment,10,1.1175
1913,Mainstream,West,treatment,115,0.7244
1914,Mainstream,West,treatment,112,1.0426
1915,Digital Native,West,control,51,0.8004
1916,Dormant Reactivation,West,treatment,9,1.3514
1917,Mainstream,West,treatment,15,0.9177
1918,Affluent Frequent,West,control,107,0.6368
1919,Mainstream,West,treatment,38,0.4958
1920,Digital Native,Southeast,control,77,0.7337
1921,Budget Occasional,Southeast,control,10,0.8359
1922,Dormant Reactivation,Northeast,control,46,0.6624
1923,Digital Native,Southeast,treatment,71,0.4024
1924,Mainstream,Northeast,control,88,0.4111
1925,Digital Native,Southeast,control,119,0.2702
1926,Budget Occasional,Southeast,control,84,1.7019
1927,Budget Occasional,Northeast,control,74,0.7354
1928,Budget Occasional,Midwest,control,43,1.1848
1929,Mainstream,Southwest,control,48,0.7903
1930,Digital Native,Southeast,control,118,0.5307
1931,Mainstream,West,control,35,1.0025
1932,Digital Native,Midwest,treatment,94,0.8296
1933,Digital Native,Southeast,treatment,55,1.1848
1934,Budget Occasional,Southwest,treatment,78,0.7105
1935,Budget Occasional,Northeast,treatment,91,1.1817
1936,Dormant Reactivation,Midwest,treatment,92,1.6875
1937,Budget Occasional,Northeast,control,61,0.7983
1938,Affluent Frequent,Midwest,treatment,115,0.582
1939,Affluent Frequent,Northeast,treatment,101,0.7778
1940,Dormant Reactivation,Southeast,treatment,101,1.3665
1941,Mainstream,Southwest,control,100,1.3376
1942,Mainstream,Southeast,treatment,65,0.553
1943,Dormant Reactivation,Southeast,treatment,16,0.5824
1944,Digital Native,Midwest,control,79,0.8545
1945,Mainstream,Northeast,treatment,26,0.8945
1946,Budget Occasional,West,control,77,0.7506
1947,Budget Occasional,Southeast,control,26,0.9879
1948,Mainstream,West,control,11,1.5201
1949,Affluent Frequent,Southeast,treatment,117,1.4718
1950,Digital Native,West,treatment,66,0.4555
1951,Budget Occasional,Northeast,control,56,0.3886
1952,Budget Occasional,West,treatment,80,1.3901
1953,Budget Occasional,Midwest,treatment,70,0.7486
1954,Budget Occasional,West,treatment,44,1.2957
1955,Digital Native,Northeast,control,86,1.4064
1956,Digital Native,West,treatment,70,0.8245
1957,Budget Occasional,Southeast,treatment,85,0.8945
1958,Mainstream,Southwest,treatment,79,0.2523
1959,Budget Occasional,Midwest,treatment,75,0.7893
1960,Affluent Frequent,Southeast,treatment,88,1.9394
1961,Digital Native,Midwest,treatment,105,0.606
1962,Mainstream,Southwest,treatment,107,1.4799
1963,Affluent Frequent,Northeast,control,97,0.6774
1964,Mainstream,Northeast,treatment,100,1.2516
1965,Mainstream,Southwest,treatment,120,1.1141
1966,Budget Occasional,Northeast,control,92,0.4739
1967,Digital Native,Northeast,treatment,35,0.9426
1968,Dormant Reactivation,Southwest,treatment,83,1.0575
1969,Affluent Frequent,Southeast,treatment,39,0.6314
1970,Mainstream,Northeast,treatment,52,0.6543
1971,Dormant Reactivation,Northeast,control,102,0.9944
1972,Mainstream,Southwest,treatment,22,0.5065
1973,Mainstream,Northeast,control,7,1.4942
1974,Mainstream,Northeast,control,25,0.9012
1975,Budget Occasional,Northeast,control,60,1.4119
1976,Digital Native,West,control,23,0.7426
1977,Digital Native,Midwest,control,20,1.2847
1978,Budget Occasional,Southwest,control,23,1.7003
1979,Mainstream,Southeast,control,44,0.5486
1980,Affluent Frequent,West,treatment,21,0.6484
1981,Digital Native,Southwest,treatment,95,1.2089
1982,Affluent Frequent,Northeast,control,27,0.6758
1983,Affluent Frequent,Northeast,treatment,76,0.3062
1984,Mainstream,Southwest,control,117,0.6174
1985,Budget Occasional,Midwest,treatment,49,0.7985
1986,Dormant Reactivation,Northeast,control,54,2.3274
1987,Dormant Reactivation,West,control,111,0.6878
1988,Affluent Frequent,West,control,105,0.2917
1989,Budget Occasional,Southeast,treatment,93,0.8296
1990,Budget Occasional,Southwest,treatment,62,1.0793
1991,Budget Occasional,Midwest,treatment,100,1.9643
1992,Affluent Frequent,West,control,52,1.4656
1993,Mainstream,Southeast,treatment,99,0.4803
1994,Digital Native,Midwest,control,17,1.4132
1995,Budget Occasional,Midwest,control,96,0.7769
1996,Mainstream,Southeast,control,42,1.2547
1997,Budget Occasional,Midwest,treatment,66,1.0604
1998,Digital Native,Midwest,control,94,0.5467
1999,Mainstream,Midwest,treatment,95,1.4003
2000,Digital Native,Southwest,treatment,116,1.5301
2001,Digital Native,Southwest,treatment,57,1.4941
2002,Mainstream,West,treatment,119,0.7562
2003,Digital Native,Midwest,control,59,2.8454
2004,Digital Native,West,treatment,116,2.4059
2005,Digital Native,West,control,36,2.0615
2006,Affluent Frequent,West,control,103,0.4441
2007,Mainstream,Northeast,treatment,110,2.1791
2008,Budget Occasional,Southeast,control,7,0.8508
2009,Mainstream,Midwest,treatment,66,0.981
2010,Mainstream,Southwest,control,44,0.6903
2011,Affluent Frequent,West,control,50,1.0523
2012,Budget Occasional,West,treatment,69,0.2986
2013,Affluent Frequent,Southeast,control,61,0.6183
2014,Budget Occasional,Southwest,treatment,51,0.5433
2015,Dormant Reactivation,West,control,120,0.719
2016,Digital Native,Northeast,treatment,71,1.5603
2017,Digital Native,Southeast,treatment,49,0.8394
2018,Dormant Reactivation,West,control,114,0.6641
2019,Affluent Frequent,Midwest,control,65,1.9413
2020,Budget Occasional,West,control,120,1.3937
2021,Affluent Frequent,Southeast,treatment,45,1.1745
2022,Affluent Frequent,Southeast,treatment,32,1.2955
2023,Budget Occasional,Midwest,treatment,85,0.7626
2024,Digital Native,Southwest,control,11,0.9758
2025,Affluent Frequent,Midwest,treatment,3,1.0596
2026,Mainstream,West,treatment,45,0.4498
2027,Dormant Reactivation,Northeast,control,110,1.1667
2028,Dormant Reactivation,Southeast,treatment,35,0.4853
2029,Digital Native,West,treatment,27,0.5371
2030,Mainstream,Southeast,control,101,3.2833
2031,Mainstream,Northeast,control,70,0.9287
2032,Mainstream,West,control,8,0.7909
2033,Mainstream,Southeast,control,75,0.5086
2034,Mainstream,Northeast,control,74,0.9148
2035,Digital Native,Southeast,treatment,116,0.7598
2036,Digital Native,Southeast,control,87,1.4031
2037,Budget Occasional,Northeast,treatment,95,0.2656
2038,Digital Native,West,treatment,86,1.0239
2039,Affluent Frequent,West,treatment,24,1.2012
2040,Budget Occasional,Midwest,control,113,0.2426
2041,Budget Occasional,Midwest,treatment,113,0.3855
2042,Budget Occasional,Midwest,treatment,30,1.9637
2043,Mainstream,Midwest,control,6,0.3761
2044,Mainstream,Southwest,treatment,14,0.5522
2045,Digital Native,West,control,92,1.927
2046,Budget Occasional,West,treatment,58,1.0252
2047,Budget Occasional,Northeast,control,52,2.2606
2048,Dormant Reactivation,Southwest,treatment,98,0.4957
2049,Mainstream,Southeast,control,32,0.9866
2050,Digital Native,Southeast,control,5,0.6283
2051,Digital Native,Southeast,control,32,1.2432
2052,Mainstream,Southeast,treatment,99,1.875
2053,Mainstream,Northeast,treatment,56,0.6295
2054,Mainstream,West,control,63,0.9367
2055,Mainstream,West,control,87,0.8094
2056,Dormant Reactivation,Northeast,treatment,37,1.0433
2057,Budget Occasional,West,control,55,0.5329
2058,Digital Native,Northeast,control,105,1.2278
2059,Mainstream,Northeast,treatment,109,1.3608
2060,Digital Native,Midwest,treatment,48,1.5705
2061,Dormant Reactivation,Southwest,control,28,0.9636
2062,Affluent Frequent,Northeast,treatment,29,1.4141
2063,Digital Native,West,control,24,0.7179
2064,Dormant Reactivation,Northeast,treatment,77,0.8162
2065,Digital Native,West,treatment,5,0.8507
2066,Budget Occasional,West,treatment,28,0.4185
2067,Budget Occasional,West,control,28,1.3189
2068,Mainstream,Midwest,treatment,39,0.8472
2069,Affluent Frequent,West,treatment,88,1.5494
2070,Affluent Frequent,Southeast,treatment,98,0.861
2071,Budget Occasional,Southeast,treatment,59,1.723
2072,Dormant Reactivation,West,control,91,0.8448
2073,Mainstream,Midwest,treatment,110,1.9477
2074,Digital Native,Midwest,treatment,72,1.3332
2075,Budget Occasional,Southeast,control,110,1.3964
2076,Mainstream,West,treatment,99,0.9421
2077,Digital Native,West,control,95,0.4343
2078,Digital Native,Northeast,control,49,0.8868
2079,Mainstream,West,treatment,11,0.7433
2080,Mainstream,Southwest,control,77,0.8338
2081,Digital Native,Southeast,control,16,1.0666
2082,Affluent Frequent,Southwest,treatment,59,1.2299
2083,Budget Occasional,Southwest,treatment,45,0.7389
2084,Mainstream,Southwest,treatment,101,1.2669
2085,Affluent Frequent,Midwest,control,120,1.5927
2086,Budget Occasional,Southeast,treatment,77,0.6404
2087,Budget Occasional,Northeast,control,104,2.0783
2088,Digital Native,Midwest,treatment,110,1.2319
2089,Digital Native,Southeast,treatment,42,0.8061
2090,Digital Native,Midwest,treatment,98,0.6883
2091,Digital Native,Southeast,treatment,79,1.5921
2092,Budget Occasional,Northeast,control,54,1.5414
2093,Digital Native,Midwest,treatment,102,0.777
2094,Mainstream,Southeast,control,67,0.9338
2095,Digital Native,Southeast,control,91,1.2459
2096,Mainstream,West,treatment,116,0.8938
2097,Digital Native,Midwest,control,36,1.0097
2098,Budget Occasional,Northeast,treatment,63,0.9086
2099,Mainstream,Southeast,treatment,9,0.7532
2100,Budget Occasional,Southwest,treatment,99,1.0515
2101,Budget Occasional,Southeast,treatment,51,0.2997
2102,Digital Native,West,control,87,1.5142
2103,Mainstream,Midwest,treatment,7,2.1828
2104,Dormant Reactivation,Midwest,treatment,10,0.539
2105,Mainstream,Southwest,control,87,0.8644
2106,Mainstream,Southeast,control,98,1.7617
2107,Dormant Reactivation,Southeast,treatment,94,0.3018
2108,Dormant Reactivation,Southeast,control,87,1.4355
2109,Affluent Frequent,Southwest,treatment,30,0.3499
2110,Digital Native,Northeast,treatment,55,2.4902
2111,Dormant Reactivation,Northeast,control,76,0.8628
2112,Budget Occasional,Southwest,treatment,66,0.5881
2113,Budget Occasional,Southeast,control,8,2.0328
2114,Mainstream,Northeast,treatment,27,2.0206
2115,Affluent Frequent,Northeast,control,49,0.6519
2116,Affluent Frequent,Southwest,control,56,1.2726
2117,Affluent Frequent,Midwest,treatment,9,0.7633
2118,Budget Occasional,Northeast,control,95,1.3425
2119,Dormant Reactivation,Southeast,treatment,102,0.4926
2120,Mainstream,West,treatment,46,1.2937
2121,Dormant Reactivation,Northeast,treatment,91,0.3802
2122,Affluent Frequent,West,treatment,91,0.7616
2123,Mainstream,Southeast,treatment,116,0.9721
2124,Mainstream,Northeast,control,110,0.6506
2125,Affluent Frequent,Southeast,treatment,107,0.5879
2126,Digital Native,Southwest,control,71,1.1817
2127,Affluent Frequent,Southeast,control,109,1.6561
2128,Dormant Reactivation,Southeast,control,53,0.3718
2129,Mainstream,Northeast,control,35,0.9516
2130,Mainstream,Southeast,control,39,0.9808
2131,Affluent Frequent,Southeast,treatment,62,0.4815
2132,Mainstream,Northeast,treatment,46,1.2476
2133,Mainstream,Southeast,treatment,87,1.594
2134,Mainstream,Midwest,treatment,81,1.2384
2135,Mainstream,Southeast,control,32,1.2481
2136,Affluent Frequent,Northeast,treatment,114,1.996
2137,Mainstream,Southeast,control,23,1.1442
2138,Budget Occasional,Southeast,control,80,1.5687
2139,Budget Occasional,West,control,86,0.9169
2140,Budget Occasional,West,control,73,1.1905
2141,Budget Occasional,Midwest,treatment,84,1.346
2142,Mainstream,Midwest,treatment,30,1.0849
2143,Mainstream,West,treatment,12,0.5391
2144,Affluent Frequent,Southwest,treatment,94,2.0497
2145,Budget Occasional,Southeast,control,78,0.6071
2146,Budget Occasional,Midwest,control,92,2.3985
2147,Dormant Reactivation,West,treatment,64,1.1761
2148,Mainstream,West,control,108,1.6126
2149,Affluent Frequent,West,treatment,93,0.6954
2150,Budget Occasional,West,control,84,0.9935
2151,Digital Native,West,control,20,0.6309
2152,Mainstream,West,treatment,111,0.2418
2153,Mainstream,Southwest,control,77,0.5435
2154,Affluent Frequent,Northeast,treatment,102,1.8458
2155,Digital Native,Midwest,treatment,76,0.5676
2156,Mainstream,West,treatment,93,0.5793
2157,Budget Occasional,Midwest,control,64,0.2707
2158,Dormant Reactivation,Midwest,control,60,1.7558
2159,Affluent Frequent,West,control,86,0.7793
2160,Dormant Reactivation,West,control,60,0.4584
2161,Budget Occasional,West,treatment,115,0.6664
2162,Mainstream,Southwest,treatment,107,1.3754
2163,Budget Occasional,Northeast,treatment,45,1.6985
2164,Mainstream,West,control,95,0.7088
2165,Digital Native,Southwest,control,117,0.9947
2166,Affluent Frequent,Southeast,control,95,0.8887
2167,Dormant Reactivation,Northeast,treatment,32,1.649
2168,Affluent Frequent,West,treatment,40,0.4719
2169,Affluent Frequent,Northeast,control,85,0.3794
2170,Affluent Frequent,Northeast,treatment,116,0.8431
2171,Dormant Reactivation,Midwest,control,66,2.4674
2172,Dormant Reactivation,Midwest,control,20,0.4345
2173,Mainstream,Southeast,control,66,0.887
2174,Dormant Reactivation,Southwest,treatment,28,0.8399
2175,Digital Native,Southeast,treatment,102,0.7498
2176,Affluent Frequent,Southeast,treatment,11,1.1945
2177,Affluent Frequent,Midwest,treatment,51,1.1268
2178,Mainstream,Southeast,control,100,0.718
2179,Budget Occasional,Midwest,control,26,0.403
2180,Budget Occasional,West,control,34,0.5308
2181,Dormant Reactivation,Midwest,treatment,7,0.6915
2182,Affluent Frequent,Midwest,treatment,50,0.9192
2183,Digital Native,West,control,70,1.5168
2184,Budget Occasional,Southeast,treatment,88,1.4846
2185,Dormant Reactivation,Midwest,treatment,96,0.5572
2186,Mainstream,Southwest,treatment,93,0.6456
2187,Budget Occasional,Southeast,treatment,49,1.2664
2188,Mainstream,Southeast,treatment,104,0.6907
2189,Affluent Frequent,West,treatment,41,0.9068
2190,Budget Occasional,Northeast,treatment,115,1.0842
2191,Digital Native,Northeast,control,100,0.7272
2192,Budget Occasional,Midwest,control,18,0.8866
2193,Budget Occasional,West,treatment,67,1.9085
2194,Budget Occasional,West,control,36,0.3145
2195,Mainstream,Northeast,treatment,4,1.0446
2196,Budget Occasional,West,treatment,76,0.5715
2197,Digital Native,Northeast,treatment,84,1.5585
2198,Dormant Reactivation,Northeast,control,7,0.2155
2199,Dormant Reactivation,West,control,29,2.7636
2200,Budget Occasional,Northeast,treatment,105,0.5496
2201,Budget Occasional,West,treatment,95,1.7903
2202,Dormant Reactivation,Midwest,treatment,90,0.4836
2203,Mainstream,Southwest,treatment,63,1.4848
2204,Budget Occasional,Southeast,treatment,27,1.2688
2205,Dormant Reactivation,Northeast,control,81,1.5121
2206,Dormant Reactivation,Northeast,control,98,0.6159
2207,Mainstream,West,treatment,91,1.0369
2208,Digital Native,Northeast,treatment,8,0.5437
2209,Mainstream,Midwest,treatment,67,1.1025
2210,Digital Native,West,treatment,62,1.8053
2211,Mainstream,Midwest,control,49,1.2447
2212,Budget Occasional,Northeast,control,64,1.2205
2213,Budget Occasional,Southeast,treatment,13,1.0276
2214,Budget Occasional,Midwest,control,52,1.6595
2215,Mainstream,Southeast,treatment,38,0.6592
2216,Dormant Reactivation,Southeast,control,74,0.8323
2217,Budget Occasional,West,control,34,0.647
2218,Mainstream,Southeast,control,50,1.3871
2219,Digital Native,West,control,38,0.9581
2220,Digital Native,Northeast,treatment,30,2.45
2221,Mainstream,Southwest,control,81,1.382
2222,Mainstream,Midwest,control,85,0.6576
2223,Digital Native,Northeast,treatment,17,1.5333
2224,Budget Occasional,Southeast,treatment,91,0.98
2225,Budget Occasional,Southwest,treatment,38,1.3231
2226,Affluent Frequent,Northeast,treatment,112,0.7031
2227,Mainstream,Northeast,treatment,77,0.9663
2228,Dormant Reactivation,Midwest,treatment,25,0.2342
2229,Affluent Frequent,West,control,60,1.508
2230,Budget Occasional,Southwest,control,84,0.3915
2231,Budget Occasional,West,treatment,95,1.19
2232,Budget Occasional,Southwest,treatment,99,0.9836
2233,Dormant Reactivation,West,treatment,40,0.3227
2234,Dormant Reactivation,West,treatment,89,0.5069
2235,Budget Occasional,Southeast,treatment,100,0.9884
2236,Affluent Frequent,Southeast,treatment,23,1.3396
2237,Dormant Reactivation,Northeast,treatment,72,1.0614
2238,Mainstream,Midwest,control,76,0.7667
2239,Budget Occasional,West,control,103,0.4222
2240,Budget Occasional,Southeast,control,55,0.858
2241,Mainstream,Southeast,treatment,37,1.112
2242,Budget Occasional,Midwest,treatment,39,0.6168
2243,Mainstream,West,control,78,1.1781
2244,Affluent Frequent,Midwest,control,59,0.8001
2245,Budget Occasional,Northeast,control,111,0.6701
2246,Budget Occasional,Northeast,control,68,1.0332
2247,Mainstream,Southeast,treatment,57,0.3265
2248,Mainstream,Southwest,treatment,50,0.8238
2249,Budget Occasional,Southwest,control,76,1.0509
